#;sport_type;Other;age;usage_frequency;usage_reason_regeneration;usage_reason_tension;usage_reason_injury;usage_reason_pain;usage_reason_existing_condition;usage_phase;application_method;product_evaluation_effectiveness;product_evaluation_likelihood_of_recommendation;effectiveness_rating;product_purity_rating;Wissenschaftlich fundiert;100% Wirkstoffe, 0% Füllstoffe;Entwickelt in Deutschland - Hergestellt in Österreich;100% natürlich und Bio-zertifiziert;Einfach & schnell anzuwenden;Etabliert im Profisport;Zieht gut ein & fettet nicht;Other;recommendation_likelihood;reason_effectiveness;Ich habe doch keinen Bedarf;reason_price;Die Flasche ist in der Anwendung unpraktisch;importance_of_price;Wie viel wärst du bereit, maximal für den 50 ml Muscle Complex zu zahlen?;Wie lange kommst du in der Regel mit einer 50 ml Flasche aus?;Wenn du kostenlos unbegrenzt Muscle Complex zu Hause hättest – würdest du ihn häufiger nutzen?;Ab welchem Preis würdest du ihn vermutlich häufiger und ohne Zögern verwenden – so, wie’s für dich eigentlich am besten wäre?;Hast du noch weiteres Feedback zu unseren Produkten oder zum Service?;;;;;;;
ilghvvbfi39y5m2rouilghvnehux9p6u;Triathlon;;45–54 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;4;9;;;100% Wirkstoffe, 0% Füllstoffe;;;Einfach & schnell anzuwenden;;;;7;;;;;;;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;Sehr gutes Produkt. Und wenn es günstiger wäre, würde ich es noch häufiger benutzen.;;;;;;;
8pdd2e69m0fe18jk7xx0a38pdd2latl5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
bzm5po7c686qf6bfubzm5poi36fqm244;Laufen;;45–54 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;Verletzungen vorbeugen;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;6;5;10;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;Entwickelt in Deutschland - Hergestellt in Österreich;100% natürlich und Bio-zertifiziert;;;Zieht gut ein & fettet nicht;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;Kann ich schwer einschätzen;;;;;;;;
bmcev2ejbqqmkrrccpcbmcbyy7rbn61w;Laufen;;45–54 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;5;3;5;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;;Einfach & schnell anzuwenden;;;;5;;;Der Preis ist mir zu hoch;;10;Kann ich schwer einschätzen;5-6 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
mkmi2j77vph4397ne1mkmi2lkfxq53j3;Laufen;;25–34 Jahre;8x oder öfter pro Woche;;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;Nur bei Beschwerden;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;4;9;Spürbare Wirkung;Wissenschaftlich fundiert;;;;;;;;7;;;;;;;weniger als 1 Monat;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
9bkxwx1u547x9cfuyfc6np9bkxwxr4e7;;Tennis;55–64 Jahre;5-7x pro Woche;;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;3;1;7;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;;;;;;5;;;Der Preis ist mir zu hoch;;10;29,90€ oder weniger;1 Monat;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
o8shpjfhc35v1babt1ro8shp50ptv5z1;Laufen;;45–54 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;Verletzungen vorbeugen;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;6;3;10;;;100% Wirkstoffe, 0% Füllstoffe;;100% natürlich und Bio-zertifiziert;Einfach & schnell anzuwenden;;Zieht gut ein & fettet nicht;;6;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
36wpixrqrbk38tr2yvy2g36wpixrq2oj;Laufen;;35–44 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;Bestehenden Muskelkater loswerden;Nur bei Beschwerden;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;6;4;8;Spürbare Wirkung;Wissenschaftlich fundiert;100% Wirkstoffe, 0% Füllstoffe;Entwickelt in Deutschland - Hergestellt in Österreich;;;;;;5;;Ich habe doch keinen Bedarf;Der Preis ist mir zu hoch;;7;34,90 €;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;Kann ich schwer einschätzen;;;;;;;;
6pc45jqywf5aqepm6v63f56pc45jqr24;Laufen;;55–64 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;Bestehenden Muskelkater loswerden;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;5;9;Spürbare Wirkung;Wissenschaftlich fundiert;100% Wirkstoffe, 0% Füllstoffe;;100% natürlich und Bio-zertifiziert;Einfach & schnell anzuwenden;;Zieht gut ein & fettet nicht;;7;;;;;;;5-6 Monate;Vielleicht – ich hätte gerne noch mehr Tipps, wann die Anwendung sinnvoll ist;;;;;;;;;
o26wzdprxppto264a391tk2a5uyweljg;Laufen;;45–54 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;Verspannungen lösen;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;6;3;10;Spürbare Wirkung;Wissenschaftlich fundiert;100% Wirkstoffe, 0% Füllstoffe;Entwickelt in Deutschland - Hergestellt in Österreich;100% natürlich und Bio-zertifiziert;Einfach & schnell anzuwenden;Etabliert im Profisport;Zieht gut ein & fettet nicht;;7;;;;;;;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
m1ne52m40vowkvm7ozm1ne5l74im0cfu;Laufen;;35–44 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;Verspannungen lösen;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;3;8;Spürbare Wirkung;Wissenschaftlich fundiert;100% Wirkstoffe, 0% Füllstoffe;;100% natürlich und Bio-zertifiziert;;Etabliert im Profisport;;;1;Die Wirkung war mir nicht spürbar genug;;Der Preis ist mir zu hoch;;8;Kann ich schwer einschätzen;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
xclyu2fkfb5wozg9jxxclyuog2w551zb;Laufen;;45–54 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;Verletzungen vorbeugen;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;3;7;;;100% Wirkstoffe, 0% Füllstoffe;;;Einfach & schnell anzuwenden;Etabliert im Profisport;Zieht gut ein & fettet nicht;;6;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
v7xu5nimvt2djphm7iv7xu52jss6arpu;Laufen;;45–54 Jahre;5-7x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;Verletzungen vorbeugen;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;6;2;9;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;;;;;;7;;;;;;;1 Monat;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
iaar6ytq2rhnrw87fywmbg9mlmiaar6y;Laufen;;35–44 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;6;5;10;;;;;;Einfach & schnell anzuwenden;;Zieht gut ein & fettet nicht;;7;;;;;;;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;39,90 €;;;;;;;;
s4jde5lox1yl5wu04sphfiss4jde5lgk;Triathlon;;45–54 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;3;9;Spürbare Wirkung;;;;;;;;;7;;;;;;;1 Monat;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;39,90 €;;;;;;;;
gsfw5gbgyma9ow3w57gsfw6gz7vnwk9a;Laufen;;35–44 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;Verspannungen lösen;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;6;5;10;Spürbare Wirkung;;;;100% natürlich und Bio-zertifiziert;Einfach & schnell anzuwenden;Etabliert im Profisport;Zieht gut ein & fettet nicht;;7;;;;;;;2 Monate;Vielleicht – ich hätte gerne noch mehr Tipps, wann die Anwendung sinnvoll ist;;tolle Produkte 😊;;;;;;;
oyy1iqb0a7sjgfmpuoyj4ijetbx48exo;Laufen;;25–34 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;Nur in der direkten Wettkampfvorbereitung (z.B. Marathon);Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;5;3;6;Spürbare Wirkung;;;Entwickelt in Deutschland - Hergestellt in Österreich;;;Etabliert im Profisport;;;6;;;;;;;länger als 6 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
ec2bct2qy1gwwboec2144t9kda8vfzg5;Laufen;;55–64 Jahre;1-2x im Monat;;Verspannungen lösen;;;Bestehenden Muskelkater loswerden;Nur in der direkten Wettkampfvorbereitung (z.B. Marathon);Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;5;4;7;;;;;;Einfach & schnell anzuwenden;;Zieht gut ein & fettet nicht;;5;;;Der Preis ist mir zu hoch;;9;39,90 €;1 Monat;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
j8tzy438az7h17pj8twqxw4zqrmm4r40;Laufen;;35–44 Jahre;3-4x pro Woche;;;Verletzungen vorbeugen;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;6;6;10;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;;;;;;7;;;;;;;1 Monat;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;Kann ich schwer einschätzen;;;;;;;;
26g9kdykxz8qmm77fvng5gos26g9kd5c;Laufen;;35–44 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;Bestehenden Muskelkater loswerden;Nur in der direkten Wettkampfvorbereitung (z.B. Marathon);Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;6;5;9;Spürbare Wirkung;;;;;;;Zieht gut ein & fettet nicht;;6;;;;;;;5-6 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;Kann ich schwer einschätzen;;;;;;;;
x58hfqvr54jyg0z32boa4fx58hfqvn0q;Triathlon;;25–34 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;Nur in der direkten Wettkampfvorbereitung (z.B. Marathon);Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;4;2;10;Spürbare Wirkung;Wissenschaftlich fundiert;100% Wirkstoffe, 0% Füllstoffe;;;;;;;6;;;;;;;5-6 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
zjp06h7grtgqrgh6azjp06iznetowvf9;Laufen;;55–64 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;Nur bei Beschwerden;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;6;4;10;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;Entwickelt in Deutschland - Hergestellt in Österreich;100% natürlich und Bio-zertifiziert;Einfach & schnell anzuwenden;;Zieht gut ein & fettet nicht;;6;;;;;;;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;Ich bin insgesamt sehr sehr zufrieden! Hat mich in meinen Fahrradurlaub sehr unterstützt 👍🏽;;;;;;;
1r8dli6t8ghbzfrce4l1r8dlixpnk440;Laufen;;55–64 Jahre;5-7x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;6;4;10;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;;;;;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;Ich feier die Wirkung des MuscleComplex total und teste gerade die Wirksamkeit des Repair Complex für mich;;;;;;;
gz3yo35jtz6dk9kd1gz3yyjlvnfxoe0t;Laufen;;45–54 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;Verspannungen lösen;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;5;8;Spürbare Wirkung;Wissenschaftlich fundiert;100% Wirkstoffe, 0% Füllstoffe;;;;;;;7;;;;;;;1 Monat;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;Kann ich schwer einschätzen;;;;;;;;
skn2z3ujzj8ut46hcskn2z37y6uzw6wv;Laufen;;35–44 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;Verletzungen vorbeugen;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;5;5;6;Spürbare Wirkung;;;;;Einfach & schnell anzuwenden;Etabliert im Profisport;;;6;;;;;;;5-6 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;Kann ich schwer einschätzen;;;;;;;;
fzu1zj9y6ifb0z036dbfz2nrr17wza4f;Triathlon;;35–44 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;7;3;10;Spürbare Wirkung;;;;;;;Zieht gut ein & fettet nicht;;7;;;;;;;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;sehr zufrieden;;;;;;;
y8275cn9simgmr5yy82706rs31l8vgsx;Laufen;;45–54 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;5;2;7;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;;;Etabliert im Profisport;Zieht gut ein & fettet nicht;;5;;;Der Preis ist mir zu hoch;Die Flasche ist in der Anwendung unpraktisch;8;29,90€ oder weniger;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;Die 200 ml Flasche ist nicht optimal. Zuletzt ist sie auf dem Boden gefallen und aufgegangen. Danach hatte ich überall an meinem Gewand den Inhalt.;;;;;;;
atkgh6r2el2aigo43mumatkgh5dn1g5v;Laufen;;55–64 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;3;5;Spürbare Wirkung;Wissenschaftlich fundiert;;;;;;;;6;;;;;;;2 Monate;Eher nicht – ich habe gar nicht mehr Bedarf;;ein Sichtfenster in der Flasche wäre prima. Dann könnte man sehen ob es z.B für eine Reise noch ausreicht;;;;;;;
1b78f4gd30h4sb28p21b78f4gdqs5b33;Laufen;;45–54 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;Verletzungen vorbeugen;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;7;5;10;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;Entwickelt in Deutschland - Hergestellt in Österreich;100% natürlich und Bio-zertifiziert;Einfach & schnell anzuwenden;Etabliert im Profisport;Zieht gut ein & fettet nicht;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
15c49i4szvt7nks415c4xf8bdtphajvt;Laufen;;35–44 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;Bestehenden Muskelkater loswerden;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;7;7;10;Spürbare Wirkung;;;;;Einfach & schnell anzuwenden;;;;3;;;Der Preis ist mir zu hoch;;5;29,90€ oder weniger;1 Monat;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
gl3toy5ct7h46bdlagl3to99kvlweppy;Laufen;;45–54 Jahre;8x oder öfter pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich nutze ihn so oft und so viel, wie ich es brauche – unabhängig davon, wie lange die Flasche hält;6;5;9;Spürbare Wirkung;;;;;;;Zieht gut ein & fettet nicht;;7;;;;;;;3-4 Monate;Vielleicht – ich hätte gerne noch mehr Tipps, wann die Anwendung sinnvoll ist;;Spitzenprodukt;;;;;;;
df7gnzsy8ju1fr6df7gnzb697cva3byb;Laufen;;25–34 Jahre;5-7x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;Nur in der direkten Wettkampfvorbereitung (z.B. Marathon);Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;5;2;4;Spürbare Wirkung;;;;;Einfach & schnell anzuwenden;;Zieht gut ein & fettet nicht;;3;;;Der Preis ist mir zu hoch;;10;29,90€ oder weniger;1 Monat;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
l1twc9z020o8q7v1l1twcq37jh91qwhc;Fitness-Kurse;;65 Jahre oder älter;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;6;4;10;Spürbare Wirkung;;;;100% natürlich und Bio-zertifiziert;Einfach & schnell anzuwenden;;Zieht gut ein & fettet nicht;;7;;;;;;;2 Monate;Vielleicht – ich hätte gerne noch mehr Tipps, wann die Anwendung sinnvoll ist;;Recharge finde ich sehr gut!;;;;;;;
nhzj1ptt4054glivenhz9y9aobbqs0if;Laufen;;45–54 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;6;4;10;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;;;;;;6;;;;;;;3-4 Monate;Vielleicht – ich hätte gerne noch mehr Tipps, wann die Anwendung sinnvoll ist;;Ich finde Muscle Complex top, benutze nichts anderes mehr vor allem nach Longruns, und es riecht fantastisch!;;;;;;;
tyygih9ef0oewusgvrmtyygiscj9fget;Laufen;;35–44 Jahre;1-2x pro Woche;;;Verletzungen vorbeugen;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;Nur in der direkten Wettkampfvorbereitung (z.B. Marathon);Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;4;2;3;;;100% Wirkstoffe, 0% Füllstoffe;;;Einfach & schnell anzuwenden;Etabliert im Profisport;;;3;Die Wirkung war mir nicht spürbar genug;;Der Preis ist mir zu hoch;;9;34,90 €;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
qlqsnq1uusinw68zya2qlqsn4wqujl4c;Laufen;;35–44 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;Bestehenden Muskelkater loswerden;Nur in der direkten Wettkampfvorbereitung (z.B. Marathon);Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;6;5;9;;;100% Wirkstoffe, 0% Füllstoffe;;;;;Zieht gut ein & fettet nicht;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
trflvlh2o6ax60uiigstrflv2h6wmdwd;Laufen;;35–44 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;Bestehenden Muskelkater loswerden;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;3;5;;;100% Wirkstoffe, 0% Füllstoffe;;;Einfach & schnell anzuwenden;;;;6;;;;;;;1 Monat;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;39,90 €;;;;;;;;
7t5ogmvre813ihboe7t5ogmwgijbjg5w;Triathlon;;35–44 Jahre;1-2x pro Woche;;Verspannungen lösen;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;5;4;9;Spürbare Wirkung;;;;;;;Zieht gut ein & fettet nicht;;7;;;;;;;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
8y06ichvsjw6z5wjdvcsn0i8y06ichvd;Laufen;;35–44 Jahre;5-7x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;3;8;Spürbare Wirkung;Wissenschaftlich fundiert;;;;;Etabliert im Profisport;;;6;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
